,Height,lat,lon,IIiii,RR
601,844,28.86722,120.71889,58652,51
602,290,28.033333333333335,120.65,58659,18
603,290,28.033333333333335,120.65,58659,15
604,290,28.033333333333335,120.65,58659,28
605,290,28.033333333333335,120.65,58659,32
606,290,28.033333333333335,120.65,58659,24
607,290,28.033333333333335,120.65,58659,18
608,290,28.033333333333335,120.65,58659,25
609,645,27.833333333333332,121.15,58760,216
610,645,27.833333333333332,121.15,58760,6
611,645,27.833333333333332,121.15,58760,49
612,645,27.833333333333332,121.15,58760,127
613,645,27.833333333333332,121.15,58760,212
614,645,27.833333333333332,121.15,58760,96
615,645,27.833333333333332,121.15,58760,195
616,00980,30.616666666666667,122.41666666666667,58471,12
617,00980,30.616666666666667,122.41666666666667,58471,7
618,00980,30.616666666666667,122.41666666666667,58471,8
619,00980,30.616666666666667,122.41666666666667,58471,4
620,00980,30.616666666666667,122.41666666666667,58471,27
621,00980,30.616666666666667,122.41666666666667,58471,3
622,00980,30.616666666666667,122.41666666666667,58471,31
623,00360,29.933333333333334,122.45,58572,8
624,00360,29.933333333333334,122.45,58572,20
625,00360,29.933333333333334,122.45,58572,59
626,00360,29.933333333333334,122.45,58572,106
